author,title,year,conference
Yuval Marom_Ingrid Zukerman_Nathalie Japkowicz,A Meta-learning Approach for Selecting between Response Automation Strategies in a Help-desk Domain.,2007,AAAI
Elena Botoeva_Diego Calvanese_Valerio Santarelli_Domenico Fabio Savo_Alessandro Solimando_Guohui Xiao,Beyond OWL 2 QL in OBDA: Rewritings and Approximations.,2016,AAAI
Charles Peabody_Jennifer Seitzer,GEF: A Self-Programming Robot Using Grammatical Evolution.,2015,AAAI
Chi-Hsin Yu_Hsin-Hsi Chen,Commonsense Knowledge Mining from the Web.,2010,AAAI
Daniel Golovin_Andreas Krause 0001_Beth Gardner_Sarah J. Converse_Steve Morey,Dynamic Resource Allocation in Conservation Planning.,2011,AAAI
Melika Abolhassani_Hossein Esfandiari_MohammadTaghi Hajiaghayi_Brendan Lucier_Hadi Yami,Market Pricing for Data Streams.,2017,AAAI
Christopher Simpkins,Integrating Reinforcement Learning into a Programming Language.,2010,AAAI
Rui Wang 0005_Günter Neumann,Recognizing Textual Entailment Using a Subsequence Kernel Method.,2007,AAAI
Zhan Wang_Patric Jensfelt_John Folkesson,Modeling Spatial-Temporal Dynamics of Human Movements for Predicting Future Trajectories.,2015,AAAI
Aaron Tuor_Samuel Kaplan_Brian Hutchinson_Nicole Nichols_Sean Robinson,Predicting User Roles from Computer Logs Using Recurrent Neural Networks.,2017,AAAI
Jihyun Park_Margaret Blume-Kohout_Ralf Krestel_Eric T. Nalisnick_Padhraic Smyth,Analyzing NIH Funding Patterns over Time with Statistical Text Analysis.,2016,AAAI
Junwei Han_Kun Song_Feiping Nie_Xuelong Li,Bilateral k-Means Algorithm for Fast Co-Clustering.,2017,AAAI
Amy Sue Fire_Song-Chun Zhu,Learning Perceptual Causality from Video.,2013,AAAI
Ioannis Caragiannis_David Kurokawa_Ariel D. Procaccia,Biased Games.,2014,AAAI
Daoqiang Zhang_Songcan Chen_Zhi-Hua Zhou_Qiang Yang 0001,Constraint Projections for Ensemble Learning.,2008,AAAI
Walid Ahmed Fouad Shalaby_Wlodek Zadrozny,Semantic Representation Using Explicit Concept Space Models.,2017,AAAI
Zizhan Zheng_Ness B. Shroff_Prasant Mohapatra,When to Reset Your Keys: Optimal Timing of Security Updates via Learning.,2017,AAAI
Roni Tzvi Stern_Meir Kalech_Alexander Feldman_Gregory M. Provan,Exploring the Duality in Conflict-Directed Model-Based Diagnosis.,2012,AAAI
Michael Lanighan_Jerod Sikorskyj_Debra T. Burhans_Robert Selkowitz,Lego Plays Chess: A Low-Cost Low-Complexity Approach to Intelligent Robotics.,2011,AAAI
Jie Bao 0001_Giora Slutzki_Vasant G. Honavar,A Semantic Importing Approach to Knowledge Reuse from Multiple Ontologies.,2007,AAAI
Ujjwal Das Gupta_Erik Talvitie_Michael Bowling,Policy Tree: Adaptive Representation for Policy Gradient.,2015,AAAI
Doo Soon Kim_Kunal Verma_Peter Z. Yeh,Joint Extraction and Labeling via Graph Propagation for Dictionary Construction.,2013,AAAI
Sriraam Natarajan_Jose Picado_Tushar Khot_Kristian Kersting_Christopher Ré_Jude W. Shavlik,Using Commonsense Knowledge to Automatically Create (Noisy) Training Examples from Text.,2013,AAAI
Yan-Ming Zhang_Yu Zhang 0006_Dit-Yan Yeung_Cheng-Lin Liu_Xinwen Hou,Transductive Learning on Adaptive Graphs.,2010,AAAI
Brent Mombourquette_Christian J. Muise_Sheila A. McIlraith,Logical Filtering and Smoothing: State Estimation in Partially Observable Domains.,2017,AAAI
Stephen Becker_Ban Kawas_Marek Petrik,Robust Partially-Compressed Least-Squares.,2017,AAAI
Zhe Xue_Guorong Li_Qingming Huang,Joint Multi-View Representation Learning and Image Tagging.,2016,AAAI
Debarghya Ghoshdastidar_Ambedkar Dukkipati,Spectral Clustering Using Multilinear SVD: Analysis Approximations and Applications.,2015,AAAI
Zhao Kang_Chong Peng_Qiang Cheng,Top-N Recommender System via Matrix Completion.,2016,AAAI
Rongkai Xia_Yan Pan_Hanjiang Lai_Cong Liu 0001_Shuicheng Yan,Supervised Hashing for Image Retrieval via Image Representation Learning.,2014,AAAI
Francisco S. Melo,Differential Eligibility Vectors for Advantage Updating and Gradient Methods.,2011,AAAI
Ou Wu_Ruiguang Hu_Xue Mao_Weiming Hu,Quality-Based Learning for Web Data Classification.,2014,AAAI
Gerhard Brewka_James P. Delgrande_Javier Romero 0003_Torsten Schaub,asprin: Customizing Answer Set Preferences without a Headache.,2015,AAAI
Robert G. Price_Scott D. Goodwin,Team Formation with Heterogeneous Agents in Computer Games.,2010,AAAI
Max Tegmark,Friendly Artificial Intelligence: The Physics Challenge.,2015,AAAI
Lukas Kroc_Michael Chertkov,Loop Calculus for Satisfiability.,2008,AAAI
Victor Gabillon_Branislav Kveton_Zheng Wen_Brian Eriksson_S. Muthukrishnan,Large-Scale Optimistic Adaptive Submodularity.,2014,AAAI
Vincent Ng,Machine Learning for Entity Coreference Resolution: A Retrospective Look at Two Decades of Research.,2017,AAAI
Kurt D. Bollacker_Robert P. Cook_Patrick Tufts,Freebase: A Shared Database of Structured General Human Knowledge.,2007,AAAI
Xiaoqin Zhang_Zhengyuan Zhou_Di Wang_Yi Ma,Hybrid Singular Value Thresholding for Tensor Completion.,2014,AAAI
Shaojie Tang,Profit-Driven Team Grouping in Social Networks.,2017,AAAI
Susan P. Imberman_Jean McManus_Gina Otts,Creating Serious Robots That Improve Society.,2017,AAAI
James Robert Lloyd_David K. Duvenaud_Roger B. Grosse_Joshua B. Tenenbaum_Zoubin Ghahramani,Automatic Construction and Natural-Language Description of Nonparametric Regression Models.,2014,AAAI
Xi Chen_Yan Liu 0002_Han Liu_Jaime G. Carbonell,Learning Spatial-Temporal Varying Graphs with Applications to Climate Data Analysis.,2010,AAAI
Tuan M. V. Le_Hady Wirawan Lauw,Manifold Learning for Jointly Modeling Topic and Visualization.,2014,AAAI
Tengfei Zhou_Hui Qian_Zebang Shen_Congfu Xu,Fast Hybrid Algorithm for Big Matrix Recovery.,2016,AAAI
Haris Aziz 0001_Gerhard Rauchecker_Guido Schryen_Toby Walsh,Algorithms for Max-Min Share Fair Allocation of Indivisible Chores.,2017,AAAI
Jinzhuo Wang_Wenmin Wang_Ronggang Wang_Wen Gao 0001,Beyond Monte Carlo Tree Search: Playing Go with Deep Alternative Neural Network and Long-Term Evaluation.,2017,AAAI
Jiayu Long_Jia Jia_Han Xu,SenseRun: Real-Time Running Routes Recommendation towards Providing Pleasant Running Experiences.,2017,AAAI
Jun Yu_Rebecca A. Hutchinson_Weng-Keen Wong,A Latent Variable Model for Discovering Bird Species Commonly Misidentified by Citizen Scientists.,2014,AAAI
Edith Elkind_Leslie Ann Goldberg_Paul W. Goldberg_Michael Wooldridge,Computational Complexity of Weighted Threshold Games.,2007,AAAI
Beenish Bhatia_Tim Oates_Yan Xiao_Peter Fu-Ming Hu,Real-Time Identification of Operating Room State from Video.,2007,AAAI
Muhammad Yousefnezhad_Daoqiang Zhang,Local Discriminant Hyperalignment for Multi-Subject fMRI Data Alignment.,2017,AAAI
Wenzhao Lian_Piyush Rai_Esther Salazar_Lawrence Carin,Integrating Features and Similarities: Flexible Models for Heterogeneous Multiview Data.,2015,AAAI
Maria Viviane de Menezes_Leliane Nunes de Barros,Model Update for Automated Planning.,2011,AAAI
Thomas Caridroit_Jean-Marie Lagniez_Daniel Le Berre_Tiago de Lima_Valentin Montmirail,A SAT-Based Approach for Solving the Modal Logic S5-Satisfiability Problem.,2017,AAAI
Vikas K. Garg_T. S. Jayram_Balakrishnan Narayanaswamy,Online Optimization with Dynamic Temporal Uncertainty: Incorporating Short Term Predictions for Renewable Integration in Intelligent Energy Systems.,2013,AAAI
Miroslav Bogdanovic_Dejan Markovikj_Misha Denil_Nando de Freitas,Deep Apprenticeship Learning for Playing Video Games.,2015,AAAI
Prakhar Biyani_Kostas Tsioutsiouliklis_John Blackmer,"8 Amazing Secrets for Getting More Clicks": Detecting Clickbaits in News Streams Using Article Informality.,2016,AAAI
Sahil Garg_Amarjeet Singh 0001_Fabio Ramos,Learning Non-Stationary Space-Time Models for Environmental Monitoring.,2012,AAAI
Shiqi Zhang_Peter Stone,CORPP: Commonsense Reasoning and Probabilistic Planning as Applied to Dialog with a Mobile Robot.,2015,AAAI
Jeff Z. Pan_Edward Thomas,Approximating OWL-DL Ontologies.,2007,AAAI
Alfredo Gabaldon_Gerhard Lakemeyer,ESP: A Logic of Only-Knowing Noisy Sensing and Acting.,2007,AAAI
Fusun Yaman_Brett Benyo_Alice M. Mulvehill,Temporal Milestones in HTNs.,2013,AAAI
Randall Davis_David J. Libon_Rhoda Au_David Pitman_Dana L. Penney,THink: Inferring Cognitive Status from Subtle Behaviors.,2014,AAAI
John C. Stamper_Tiffany Barnes,The Validity of Providing Automated Hints in an ITS Using a MDP.,2008,AAAI
Sushmita Roy_Terran Lane_Margaret Werner-Washburne,Integrative Construction and Analysis of Condition-specific Biological Networks.,2007,AAAI
Dong Wang_Xiaoyang Tan,Robust Distance Metric Learning in the Presence of Label Noise.,2014,AAAI
Jeremy Stober,Learning Sensor Space and Object Geometry.,2011,AAAI
Gerhard Brewka_Thomas Eiter,Equilibria in Heterogeneous Nonmonotonic Multi-Context Systems.,2007,AAAI
Tommaso Urli_Jana Brotánková_Philip Kilby_Pascal Van Hentenryck,Intelligent Habitat Restoration Under Uncertainty.,2016,AAAI
Raphael Melo Thiago_Leonardo Guerreiro Azevedo_Viviane Torres da Silva_Vinícius C. V. B. Segura_Marcelo Nery dos Santos_Renato F. de G. Cerqueira,CATS: Cognitive Analytic Trail System.,2016,AAAI
Charles Mathy_Nate Derbinsky_José Bento_Jonathan Rosenthal_Jonathan S. Yedidia,The Boundary Forest Algorithm for Online Supervised and Unsupervised Learning.,2015,AAAI
Eric Balkanski_Simina Brânzei_David Kurokawa_Ariel D. Procaccia,Simultaneous Cake Cutting.,2014,AAAI
Haopeng Zhang_Tarek El-Gaaly_Ahmed M. Elgammal_Zhiguo Jiang,Joint Object and Pose Recognition Using Homeomorphic Manifold Analysis.,2013,AAAI
Soumya C. Kambhampati_Thomas Liu,Phase Transition and Network Structure in Realistic SAT Problems.,2013,AAAI
Shaowei Cai_Kaile Su_Abdul Sattar 0001,Two New Local Search Strategies for Minimum Vertex Cover.,2012,AAAI
Nahid Jafari_Clinton T. Moore_Jeffrey Hepinstall-Cymerman,A Solution Alternative to Achieve Parcel Connectivity in the Dynamic Reserve Design Problem.,2015,AAAI
Justin Li_John E. Laird,Spontaneous Retrieval from Long-Term Memory for a Cognitive Architecture.,2015,AAAI
Tong Wang_Ping Chen_John Rochford_Jipeng Qiang,Text Simplification Using Neural Machine Translation.,2016,AAAI
Yamuna Prasad_K. K. Biswas_Parag Singla,Scaling-Up Quadratic Programming Feature Selection.,2013,AAAI
Peter F. Patel-Schneider,Using Description Logics for RDF Constraint Checking and Closed-World Recognition.,2015,AAAI
Amirmohammad Rooshenas_Daniel Lowd,Learning Tractable Graphical Models Using Mixture of Arithmetic Circuits.,2013,AAAI
Chien-Ju Ho_Tsung-Hsiang Chang_Jane Yung-jen Hsu,PhotoSlap: A Multi-player Online Game for Semantic Annotation.,2007,AAAI
Yuchen Guo_Guiguang Ding_Xiaoming Jin_Jianmin Wang 0001,Learning Predictable and Discriminative Attributes for Visual Recognition.,2015,AAAI
John Robertson_Vivin Paliath_Jana Shakarian_Amanda Thart_Paulo Shakarian,Data Driven Game Theoretic Cyber Threat Mitigation.,2016,AAAI
Tarek El-Gaaly_Vicky Froyen_Ahmed M. Elgammal_Jacob Feldman_Manish Singh,A Bayesian Approach to Perceptual 3D Object-Part Decomposition Using Skeleton-Based Representations.,2015,AAAI
Dongqing Zhang_Wu-Jun Li,Large-Scale Supervised Multimodal Hashing with Semantic Correlation Maximization.,2014,AAAI
Josiah P. Hanna_Peter Stone_Scott Niekum,Bootstrapping with Models: Confidence Intervals for Off-Policy Evaluation.,2017,AAAI
Liming Zhao_Xi Li 0001_Jun Xiao 0001_Fei Wu 0001_Yueting Zhuang,Metric Learning Driven Multi-Task Structured Output Optimization for Robust Keypoint Tracking.,2015,AAAI
Wenxuan Xie_Yuxin Peng_Jianguo Xiao,Cross-View Feature Learning for Scalable Social Image Analysis.,2014,AAAI
Kewei Cheng_Jundong Li_Jiliang Tang_Huan Liu,Unsupervised Sentiment Analysis with Signed Social Networks.,2017,AAAI
Cornelia Caragea_Jian Wu_Sujatha Das Gollapalli_C. Lee Giles,Document Type Classification in Online Digital Libraries.,2016,AAAI
David J. Wallach,Effects of the Implementation of Electronic Medical Records in Small Internal Medicine Practices on Healthcare Objectives in the United States.,2015,AAAI
Madalina Fiterau_Artur Dubrawski,Active Learning for Informative Projection Retrieval.,2015,AAAI
Patricia Gutierrez_Pedro Meseguer,Saving Redundant Messages in BnB-ADOPT.,2010,AAAI
Ehsan Nazerfard_Diane J. Cook,Using Bayesian Networks for Daily Activity Prediction.,2013,AAAI
Emma Rollon_Rina Dechter,New Mini-Bucket Partitioning Heuristics for Bounding the Probability of Evidence.,2010,AAAI
Yin Chen_Yan Zhang 0003_Yi Zhou,First-Order Indefinability of Answer Set Programs on Finite Structures.,2010,AAAI
Liad Wagman_Vincent Conitzer,Optimal False-Name-Proof Voting Rules with Costly Voting.,2008,AAAI
Yuan Liu_Siyuan Liu_Jie Zhang 0002_Hui Fang 0002_Han Yu_Chunyan Miao,RepRev: Mitigating the Negative Effects of Misreported Ratings.,2014,AAAI
Qian Yang_Rebecca J. Passonneau_Gerard de Melo,PEAK: Pyramid Evaluation via Automated Knowledge Extraction.,2016,AAAI
Andy Hon Wai Chun_Ted Yiu Tat Suen,Engineering Works Scheduling for Hong Kong's Rail Network.,2014,AAAI
Bart Bogaerts 0001_Tomi Janhunen_Shahab Tasharrofi,Solving QBF Instances with Nested SAT Solvers.,2016,AAAI
Shaowei Cai_Kaile Su_Chuan Luo,Improving WalkSAT for Random k-Satisfiability Problem with k > 3.,2013,AAAI
Shu Huang_Qiankun Zhao_Prasenjit Mitra_C. Lee Giles,Hierarchical Location and Topic Based Query Expansion.,2008,AAAI
Rohit J. Kate_Raymond J. Mooney,Learning Language Semantics from Ambiguous Supervision.,2007,AAAI
Zeming Lin_Jack Lanchantin_Yanjun Qi,MUST-CNN: A Multilayer Shift-and-Stitch Deep Convolutional Architecture for Sequence-Based Protein Structure Prediction.,2016,AAAI
Muthu Kumar Chandrasekaran_Carrie Demmans Epp_Min-Yen Kan_Diane J. Litman,Using Discourse Signals for Robust Instructor Intervention Prediction.,2017,AAAI
Jessica Taylor,Quantilizers: A Safer Alternative to Maximizers for Limited Optimization.,2016,AAAI
Lu Hou_James T. Kwok_Jacek M. Zurada,Efficient Learning of Timeseries Shapelets.,2016,AAAI
Joel Oren_Nina Narodytska_Craig Boutilier,A Game-Theoretic Analysis of Catalog Optimization.,2014,AAAI
Iadine Chades_Josie Carwardine_Tara G. Martin_Samuel Nicol_Régis Sabbadin_Olivier Buffet,MOMDPs: A Solution for Modelling Adaptive Management Problems.,2012,AAAI
Zhen Liu_Anand Ranganathan_Anton Riabov,A Planning Approach for Message-Oriented Semantic Web Service Composition.,2007,AAAI
Amal Chaminda Kaluarachchi_Aparna S. Varde_Jing Peng_Anna Feldman,Intelligent Time-Aware Query Translation for Text Sources.,2010,AAAI
Han Yu_Chunyan Miao_Zhiqi Shen_Cyril Leung_Yiqiang Chen_Qiang Yang 0001,Efficient Task Sub-Delegation for Crowdsourcing.,2015,AAAI
John Krumm_Eric Horvitz,Risk-Aware Planning: Methods and Case Study for Safer Driving Routes.,2017,AAAI
Hengjie Song_Chunyan Miao_Zhiqi Shen,Generating True Relevance Labels in Chinese Search Engine Using Clickthrough Data.,2011,AAAI
Vincent W. Zheng_Hong Cao_Shenghua Gao_Aditi Adhikari_Miao Lin_Kevin Chen-Chuan Chang,Cold-Start Heterogeneous-Device Wireless Localization.,2016,AAAI
Andrew Nuxoll_John E. Laird,Extending Cognitive Architecture with Episodic Memory.,2007,AAAI
Hongxia Jin,Content Recommendation for Attention Management in Unified Social Messaging.,2012,AAAI
Régis Sabbadin_Jérôme Lang_Nasolo Ravoanjanahry,Purely Epistemic Markov Decision Processes.,2007,AAAI
Cassio Polpo de Campos_Fábio Gagliardi Cozman,Complexity of Inferences in Polytree-shaped Semi-Qualitative Probabilistic Networks.,2013,AAAI
Marzyeh Ghassemi_Marco A. F. Pimentel_Tristan Naumann_Thomas Brennan_David A. Clifton_Peter Szolovits_Mengling Feng,A Multivariate Timeseries Modeling Approach to Severity of Illness Assessment and Forecasting in ICU with Sparse Heterogeneous Clinical Data.,2015,AAAI
Ethan Andrew Burns,Planning Under Time Pressure.,2012,AAAI
Scott Alfeld_Xiaojin Zhu 0001_Paul Barford,Explicit Defense Actions Against Test-Set Attacks.,2017,AAAI
Dimitrios Antos_Celso de Melo_Jonathan Gratch_Barbara J. Grosz,The Influence of Emotion Expression on Perceptions of Trustworthiness in Negotiation.,2011,AAAI
Sviatlana Danilava,Artificial Conversational Companions.,2013,AAAI
Reshef Meir_David C. Parkes,Congestion Games with Distance-Based Strict Uncertainty.,2015,AAAI
Dunbo Cai_Jigui Sun_Minghao Yin,Conformant Planning Heuristics Based on Plan Reuse in Belief States.,2008,AAAI
Matthew Gingerich_Cristina Conati,Constructing Models of User and Task Characteristics from Eye Gaze Data for User-Adaptive Information Highlighting.,2015,AAAI
Erik Talvitie,Self-Correcting Models for Model-Based Reinforcement Learning.,2017,AAAI
Tom Chao Zhou_Xiance Si_Edward Y. Chang_Irwin King_Michael R. Lyu,A Data-Driven Approach to Question Subjectivity Identification in Community Question Answering.,2012,AAAI
Kevin Waugh_Dustin Morrill_James Andrew Bagnell_Michael H. Bowling,Solving Games with Functional Regret Estimation.,2015,AAAI
Sabine Storandt_Stefan Funke,Enabling E-Mobility: Facility Location for Battery Loading Stations.,2013,AAAI
Yong Luo_Dacheng Tao_Chang Xu_Dongchen Li_Chao Xu 0006,Vector-Valued Multi-View Semi-Supervsed Learning for Multi-Label Image Classification.,2013,AAAI
Yin Zhang_Zhi-Hua Zhou,Multi-Label Dimensionality Reduction via Dependence Maximization.,2008,AAAI
Quanzeng You_Jiebo Luo_Hailin Jin_Jianchao Yang,Robust Image Sentiment Analysis Using Progressively Trained and Domain Transferred Deep Networks.,2015,AAAI
Paul Taele_Tracy Hammond,Using a Geometric-Based Sketch Recognition Approach to Sketch Chinese Radicals.,2008,AAAI
Mehdi Samadi_Partha Pratim Talukdar_Manuela M. Veloso_Manuel Blum 0002,ClaimEval: Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources.,2016,AAAI
Alexandra Meliou_Andreas Krause 0001_Carlos Guestrin_Joseph M. Hellerstein,Nonmyopic Informative Path Planning in Spatio-Temporal Models.,2007,AAAI
Tansel Uras_Esra Erdem,Genome Rearrangement: A Planning Approach.,2010,AAAI
Ken Barker_Bhalchandra Agashe_Shaw Yi Chaw_James Fan_Noah S. Friedland_Michael Robert Glass_Jerry R. Hobbs_Eduard H. Hovy_David J. Israel_Doo Soon Kim_Rutu Mulkar-Mehta_Sourabh Patwardhan_Bruce W. Porter_Dan Tecuci_Peter Z. Yeh,Learning by Reading: A Prototype System Performance Baseline and Lessons Learned.,2007,AAAI
Cassio Polpo de Campos_Qiang Ji,Properties of Bayesian Dirichlet Scores to Learn Bayesian Network Structures.,2010,AAAI
Wendi Ji_Xiaoling Wang,Additional Multi-Touch Attribution for Online Advertising.,2017,AAAI
Robert A. Morris 0001_John Gasch_Lina Khatib_Steven Covington,Local Search for Optimal Global Map Generation Using Mid-Decadal Landsat Images.,2008,AAAI
Kyle D. Feuz_Diane J. Cook,Modeling Skewed Class Distributions by Reshaping the Concept Space.,2017,AAAI
Yuliang Shi_Chenfei Sun_Qingzhong Li_Lizhen Cui_Han Yu_Chunyan Miao,A Fraud Resilient Medical Insurance Claim System.,2016,AAAI
Linghui Li_Sheng Tang_Lixi Deng_Yongdong Zhang_Qi Tian,Image Caption with Global-Local Attention.,2017,AAAI
Maria Eugenia Ramirez-Loaiza_Aron Culotta_Mustafa Bilgic 0001,Anytime Active Learning.,2014,AAAI
Felix Brandt 0001_Markus Brill_Edith Hemaspaandra_Lane A. Hemaspaandra,Bypassing Combinatorial Protections: Polynomial-Time Algorithms for Single-Peaked Electorates.,2010,AAAI
Zhenglu Yang_Jianjun Yu_Masaru Kitsuregawa,Fast Algorithms for Top-k Approximate String Matching.,2010,AAAI
Matthew Evans Klenk,Dynamic Symbol Grounding: Changing Referents in Engineering Analysis and Spatial Environments.,2013,AAAI
Michael Anderson_Susan Leigh Anderson,Toward Ensuring Ethical Behavior from Autonomous Systems: A Case-Supported Principle-Based Paradigm.,2015,AAAI
Willem Jan van Hoeve_Carla P. Gomes_Bart Selman_Michele Lombardi 0001,Optimal Multi-Agent Scheduling with Constraint Programming.,2007,AAAI
