author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total
Kevin Chen,0,0,0,0,0,0,0,0,0,1,0,1
Theodoros Damoulas,0,0,0,0,0,0,1,0,2,0,0,3
Amy N. Yates,0,0,0,0,0,0,0,0,0,0,1,1
Pyry Takala,0,0,0,0,0,0,0,0,0,1,0,1
Holger Hoffmann,0,0,0,0,0,1,0,0,0,0,0,1
Egil Bae,0,0,0,1,0,0,0,0,0,0,0,1
Zhen Lei,0,1,3,0,0,3,4,2,3,5,1,22
Shengli Wu,0,0,0,0,0,0,0,1,0,0,0,1
Shing-Tung Yau,0,0,0,1,0,0,2,0,0,0,0,3
Pedro Ballester,0,0,0,0,0,0,0,0,0,1,0,1
Adolfo López-Mendez,0,0,0,0,2,0,0,0,0,0,0,2
Soonchan Park,0,0,0,0,0,0,0,0,0,0,1,1
Roman Shapovalov,0,0,0,0,0,0,1,0,0,0,0,1
Vincent Thomas,0,0,0,1,0,0,0,0,0,0,0,1
Eirini Kaldeli,0,0,0,0,1,0,0,0,0,0,0,1
Lijun Yin,1,1,1,1,1,1,0,0,0,2,0,8
Giacomo Bassetto,0,0,0,0,0,0,0,1,0,0,1,2
David Sculley,0,0,0,0,0,0,1,0,0,0,0,1
Philippe Salembier,0,0,0,0,0,0,1,0,0,0,0,1
Nikos Vlassis,0,0,0,0,0,0,0,0,0,3,0,3
Montse Pardàs,0,2,0,2,2,0,0,0,0,0,0,6
Xinyue Liu,0,0,0,0,0,0,0,1,1,0,0,2
J. Benton,1,0,0,1,0,0,0,0,1,2,0,5
Michael K. Schwartz,0,0,0,0,1,0,2,0,0,0,0,3
Chenguang Wang,0,0,0,0,0,0,0,0,3,1,2,6
Ross T. Whitaker,0,0,0,0,0,0,0,0,0,0,1,1
Vladimir A. Kulyukin,0,0,0,1,0,0,0,0,0,0,0,1
Fangzhao Wu,0,0,0,0,0,0,0,0,1,1,1,3
Frank C. Park,0,0,0,0,0,0,0,0,0,0,1,1
Josh S. Merel,0,0,0,0,0,0,1,0,0,0,1,2
Eric Griffin Jackson,0,0,0,0,0,0,0,0,0,1,0,1
Yan Zhou,0,0,0,0,0,1,0,0,0,0,0,1
Katya Scheinberg,0,0,0,1,0,0,0,0,0,0,0,1
Neeldhara Misra,0,0,0,0,0,0,0,1,0,5,0,6
Valeria de Paiva,0,0,0,0,0,0,0,0,1,0,0,1
Hong Chen,0,0,0,1,0,0,0,0,0,1,2,4
Alan Malek,0,0,0,0,0,0,0,1,2,0,1,4
Jie Fan,0,0,0,0,0,0,1,0,0,0,0,1
Yee-Hong Yang,0,1,0,0,0,0,1,2,0,1,1,6
Kai-Yang Chiang,0,0,0,0,0,1,0,0,1,1,0,3
Chiara Del Vescovo,0,0,0,0,1,0,0,0,0,0,0,1
Enrico Santus,0,0,0,0,0,0,0,0,0,2,0,2
Conrad Sanderson,0,0,0,0,3,0,1,0,1,0,0,5
Yury Maximov,0,0,0,0,0,0,0,0,0,0,1,1
Yeqin Zhang,0,0,0,0,0,0,0,0,1,0,0,1
Thomas Gärtner,0,0,0,0,2,1,0,0,0,1,2,6
Maurício D. Luís Reis,0,0,0,0,0,0,0,0,0,0,1,1
Michaël Mathieu,0,0,0,1,0,0,0,0,1,1,0,3
Onkar Dalal,0,0,0,0,0,0,0,1,0,0,0,1
Jie Yang 0001,0,1,0,0,0,0,0,0,0,0,0,1
Jie Yang 0002,0,0,0,0,1,0,1,3,1,1,0,7
Yiqun Xu,0,0,0,0,0,0,0,0,1,0,0,1
Tatiana Gossen,0,0,0,0,1,0,0,0,0,0,0,1
Lars Kunze,0,0,0,0,0,0,0,0,1,0,0,1
Nihit Desai,0,0,0,0,0,0,3,0,0,0,0,3
Cem S. Sahin,0,0,0,0,0,0,0,1,0,0,0,1
Jay I. Myung,0,0,1,0,0,0,0,0,0,0,0,1
Johannes Traa,0,0,0,0,0,0,0,1,0,0,0,1
Robert Louis Long,0,0,0,1,0,0,0,0,0,0,0,1
Samuel Barrett,0,0,0,0,2,1,1,0,1,0,0,5
Hyeong Seop Sim,0,1,0,0,0,0,0,0,0,0,0,1
D. Tasson,0,0,0,0,0,0,0,0,1,0,0,1
Tat-Jun Chin,0,1,2,1,2,1,1,1,2,4,1,16
Benjamin Paul Chamberlain,0,0,0,0,0,0,0,0,0,0,1,1
Mohammed Alsuhaibani,0,0,0,0,0,0,0,0,0,1,0,1
Elena Papageorgiou,0,0,0,0,0,0,1,0,0,0,0,1
Evan R. Sparks,0,0,0,0,0,0,0,0,0,1,0,1
Yi Nicholas Wang,0,0,0,0,0,0,1,0,0,0,0,1
Ruiqi Zhang,0,0,0,0,0,0,0,0,1,0,0,1
Jennifer T. Chayes,0,0,0,0,0,0,0,0,1,1,1,3
Yongsheng Zhang,0,0,0,0,0,0,0,0,1,0,0,1
Andrew L. Alexander,0,0,0,1,0,0,0,0,0,0,0,1
Salvador Abreu,0,0,0,0,0,0,0,0,1,0,0,1
Saeed Seddighin,0,0,0,0,0,0,0,0,0,1,2,3
Yann LeCun,4,0,1,3,2,0,2,2,6,1,1,22
Eric Tsang,0,0,0,0,0,0,0,0,0,0,1,1
Walterio W. Mayol-Cuevas,1,0,2,0,0,0,0,0,0,0,0,3
Chang Liu,0,1,0,0,0,1,0,0,0,2,1,5
Mahito Sugiyama,0,0,0,0,0,0,2,0,2,0,0,4
Julien Delporte,0,0,0,0,1,0,0,0,0,0,0,1
Martial Pasquier,0,0,1,0,0,0,0,0,0,0,0,1
Senem Velipasalar,0,0,0,0,1,0,0,0,0,0,0,1
Dikan Xing,0,1,0,0,0,0,0,0,0,0,0,1
Dimitrios Gunopulos,1,0,1,1,0,1,0,1,0,1,0,6
Wei He,0,0,0,0,0,0,0,0,0,2,2,4
Min H. Kim,0,0,0,0,0,0,0,0,0,2,0,2
Edgar Rowton,0,0,0,0,1,0,0,0,0,0,0,1
Yunsong Guo,0,0,2,0,0,0,0,0,0,0,0,2
Alkim Almila Akdag Salah,0,0,0,0,0,0,0,0,1,0,0,1
Wei Hu,0,0,0,0,0,0,0,0,2,1,1,4
Venu Govindaraju,2,1,0,1,2,2,1,3,1,2,1,16
Dylan Festa,0,0,0,0,0,0,0,1,0,0,0,1
Peter Durlak,1,0,0,0,0,0,0,0,0,0,0,1
Thomas Mauthner,0,0,0,1,0,0,1,1,2,0,0,5
Asela Gunawardana,0,0,0,0,1,0,0,0,0,0,0,1
Norman E. Fenton,0,0,0,0,0,0,1,0,0,0,0,1
George Vogiatzis,1,0,0,0,0,0,0,1,0,0,0,2
Shigenobu Kobayashi,0,0,1,1,0,0,0,0,0,0,0,2
Ahmet Alacaoglu,0,0,0,0,0,0,0,0,0,0,1,1
Richard Boire,0,0,0,0,1,0,0,0,0,0,0,1
François Rousseau 0002,0,0,0,0,1,0,0,0,0,0,0,1
Alexander Bannat,0,0,0,1,0,0,0,0,0,0,0,1
Xiaoyi Li,0,0,0,0,0,0,1,0,0,0,0,1
Travis Moore,0,0,0,0,1,0,0,0,1,0,0,2
Frederik Auffenberg,0,0,0,0,0,0,0,0,1,0,0,1
Kyumin Lee,0,0,0,1,0,0,0,0,1,0,0,2
Maxim Egorov,0,0,0,0,0,0,0,0,0,1,0,1
Yavuz Selim Yilmaz,0,0,0,0,0,0,0,1,0,0,0,1
Karim Tabia,0,0,0,0,0,0,0,1,2,2,0,5
Kede Ma,0,0,0,0,0,0,0,0,0,1,0,1
Wen Sun,0,0,0,0,0,0,0,0,0,3,1,4
Berthold Vöcking,0,0,0,1,1,0,0,0,0,0,0,2
Mikhail Volkov,0,0,0,0,0,0,0,1,0,1,0,2
Sergiy Bogomolov,0,0,0,0,0,0,0,1,0,0,0,1
Jung Hyun Kim,0,0,0,0,0,0,0,0,0,0,1,1
Shumo Chu,0,0,0,0,1,1,0,0,0,0,0,2
Timothy Gardinier,0,0,0,1,0,0,0,0,0,0,0,1
Qiming Luo,0,1,0,0,0,0,0,0,0,0,0,1
Kenji Fukumizu,2,2,3,0,2,3,0,1,2,2,2,19
Jarana Manotumruksa,0,0,0,0,0,0,0,0,0,0,1,1
Eric Moore,0,0,1,0,0,0,0,0,0,0,0,1
Wonhong Nam,0,0,1,0,0,0,0,0,0,0,0,1
Sanjiv Kumar,0,2,1,1,0,1,1,1,2,1,1,11
Ingmar Rauschert,0,0,0,0,0,0,1,0,0,0,0,1
Ramakrishna Perla,0,0,0,0,0,0,0,0,0,0,1,1
W. Timothy Liu,0,0,0,1,0,0,0,0,0,0,0,1
Robert Givan,1,1,0,0,0,0,0,0,0,0,0,2
Xue Zhao,0,0,0,0,0,0,0,0,0,0,1,1
Min Xu,0,0,0,1,1,0,2,0,0,0,1,5
Mantas Simkus,0,1,2,1,2,2,2,3,0,2,0,15
Joshua D. Isom,0,1,0,0,0,0,0,0,0,0,0,1
Toshikazu Wada,1,0,0,0,0,0,0,0,0,0,0,1
Patrick Knöbelreiter,0,0,0,0,0,0,0,0,0,0,1,1
Kai Helge Becker,0,0,0,0,0,0,0,0,0,0,1,1
James G. Shanahan,0,0,0,0,0,0,0,0,1,0,0,1
Sam Hallman,0,0,0,1,0,0,0,0,1,0,0,2
Björn Gottfried,1,0,0,0,0,0,0,0,0,0,0,1
Yat Chiu Law,0,0,1,0,2,0,0,0,0,0,0,3
Christopher Funk,0,0,0,0,0,0,0,0,0,1,0,1
Indrajit Bhattacharya,1,1,1,0,0,0,0,1,1,0,0,5
Philipp Kranen,0,0,0,0,1,0,0,0,0,0,0,1
Ya-Fan Su,0,0,0,0,1,0,0,0,0,0,0,1
Liangyu Chen,0,0,0,0,0,0,0,0,1,0,0,1
Zhongyu Wei,0,0,0,0,0,0,0,0,1,1,0,2
Guohua Hao,1,0,0,0,0,0,0,0,0,0,0,1
Giulia Andrighetto,0,0,0,0,1,0,1,0,0,0,0,2
Satoshi Morinaga,0,0,0,0,1,0,0,0,0,0,0,1
De-Sheng Wang,1,1,0,0,0,0,0,0,0,0,0,2
Jérôme Lang,6,1,5,2,4,0,0,2,3,6,2,31
Shilei Zhang,0,0,0,0,0,0,0,0,0,0,1,1
Krishna V. Shenoy,1,1,0,0,3,0,0,0,1,0,0,6
Eoin O'Mahony,0,1,0,0,1,0,0,0,2,0,0,4
Rob van Lier,0,0,0,0,0,0,0,0,0,0,1,1
Omkar Muralidharan,0,0,0,0,0,0,0,1,0,0,0,1
Karsten Krispin,0,0,0,0,0,0,0,0,0,1,0,1
Zhu Liu,0,0,0,0,0,0,0,0,0,0,1,1
Dan Garant,0,0,0,0,0,0,0,0,0,1,0,1
Martha Palmer,0,0,0,0,0,0,0,0,1,0,0,1
Emanuele Maiorana,0,1,0,0,0,0,0,0,0,1,0,2
Josepa Mauri,0,1,0,0,0,0,0,0,0,0,0,1
Guillaume Papa,0,0,0,0,0,0,0,0,1,1,0,2
Songhua Xu,1,1,0,1,1,0,0,0,0,0,0,4
Xavier P. Burgos-Artizzu,0,0,0,0,0,1,0,0,0,0,0,1
Jing Shao,0,0,0,0,0,0,0,1,1,1,1,4
Matthew Clements,0,0,0,0,0,0,1,0,0,0,0,1
Ioannis Panageas,0,0,0,0,0,0,0,0,0,0,1,1
Diane J. Hu,0,0,0,0,0,0,0,1,0,0,0,1
Haris Aziz 0001,0,0,0,0,1,1,2,3,7,5,6,25
Liangyong Wang,0,0,0,0,0,0,0,0,0,0,1,1
Michael Krishnan,0,0,0,0,0,0,0,0,0,0,1,1
Thierry Bertin-Mahieux,1,0,0,0,0,0,0,0,0,0,0,1
Darryl D'Souza,0,0,0,0,0,0,0,1,0,0,0,1
Sanja Stajner,0,0,0,0,0,0,0,0,0,0,1,1
Ilia Shishkov,0,0,0,0,0,0,0,0,0,1,0,1
Bahareh Sarrafzadeh,0,0,0,0,0,0,0,0,0,0,1,1
Nir Ben-Zrihem,0,0,0,0,0,0,0,0,1,0,0,1
Ion Androutsopoulos,1,0,0,0,0,0,0,0,0,0,0,1
Erion Plaku,0,0,0,0,0,0,1,0,0,0,0,1
Long Zhao,0,0,0,0,0,0,0,0,1,1,0,2
Qianru Sun,0,0,0,0,0,0,0,0,0,0,2,2
Ziteng Wang,0,0,0,0,0,0,1,0,1,0,0,2
Chenyi Zhang,0,0,0,0,0,1,0,0,1,0,0,2
Wenwen Zhang,0,0,0,0,0,0,0,0,0,1,0,1
Gaurav Sharma,0,0,0,0,0,0,0,0,1,1,2,4
Sergey Tulyakov,2,1,0,0,2,1,1,1,1,1,0,10
Sami Hanhijärvi,0,0,1,0,0,0,0,0,0,0,0,1
Jacob Arkin,0,0,0,0,0,0,0,0,0,0,1,1
Rafael Glater,0,0,0,0,0,0,0,0,0,0,1,1
Jun Takamatsu,0,2,0,2,0,0,0,0,0,0,0,4
Cristian Grozea,0,0,1,0,0,0,0,0,0,0,0,1
Anirudh Som,0,0,0,0,0,0,0,0,0,1,0,1
Jianhua Z. Huang,0,0,0,0,0,0,0,1,0,0,0,1
Houssam Nassif,0,0,0,0,0,0,0,0,0,0,1,1
Mark A. Pitt,0,0,1,0,0,0,0,0,0,0,0,1
William Cushing,1,0,0,0,0,0,0,0,0,0,0,1
Nikolaus Theißing,0,0,0,1,0,0,0,0,0,0,0,1
Evdokia Nikolova,0,1,0,0,0,0,1,0,1,2,0,5
Thomas Pock,1,1,1,4,0,2,1,0,2,2,1,15
Ichiro Takeuchi,0,0,1,0,1,1,2,0,2,1,0,8
Jordan L. Boyd-Graber,0,1,2,0,0,0,2,1,0,0,1,7
Rodrigo F. S. C. Oliveira,0,0,0,0,0,0,0,0,1,0,0,1
Paulette Lieby,1,0,0,0,0,0,0,0,0,0,0,1
Cedric Cagniart,0,0,0,1,0,0,0,0,0,0,0,1
Sebastian Kurtek,0,0,0,1,1,0,0,0,0,2,0,4
David Bau,0,0,0,0,0,0,0,0,0,0,1,1
D. House,0,0,1,0,0,0,0,0,0,0,0,1
Christian Drescher,0,1,0,0,2,0,0,0,0,0,0,3
Huixuan Tang,0,0,0,0,1,0,0,1,0,0,1,3
Nicholas Barry,0,0,0,0,0,0,0,0,0,1,0,1
Deepika Pathania,0,0,0,0,0,0,0,0,0,1,0,1
Dietrich Klakow,1,0,0,2,0,0,0,0,0,0,0,3
Clark Glymour,0,1,0,0,0,0,0,0,0,0,1,2
Philippe Bekaert,0,1,4,0,1,1,0,0,0,0,0,7
Qiming Li,1,1,0,0,0,0,0,0,0,0,0,2
Han Yu,0,0,0,0,0,0,1,2,1,5,3,12
Majid Alkaee Taleghan,0,0,0,0,0,0,1,0,0,0,0,1
Mary D. Swift,1,0,0,0,0,0,0,0,0,0,0,1
Sergey Faleev,0,0,0,0,0,0,0,0,0,1,0,1
Patricia L. Suarez,0,0,0,0,0,0,0,0,0,0,1,1
Eric Beaudry,0,0,0,0,0,0,0,1,0,0,0,1
Pier Luigi Dragotti,0,0,0,0,0,0,0,0,0,0,1,1
Philippe Dague,0,0,0,0,0,0,0,0,0,0,1,1
Wenqiang Lei,0,0,0,0,0,0,0,0,0,0,1,1
Kenneth M. Prkachin,0,0,1,0,0,0,0,0,0,0,0,1
David V. Pynadath,1,0,0,0,0,0,0,0,0,0,0,1
Enrique Vidal 0001,0,1,0,0,0,0,0,0,0,0,0,1
Shaohua Wan,0,0,0,0,0,0,0,0,2,0,0,2
Ulrich Furbach,0,0,0,0,1,0,0,0,0,0,0,1
Jerry Kiernan,0,1,0,0,0,0,0,0,0,0,0,1
Shan-Wei Lin,0,0,0,0,0,0,3,0,1,0,0,4
Zhao-Fu Fan,1,0,0,0,0,0,0,0,0,0,0,1
Grigorios G. Chrysos,0,0,0,0,0,0,0,0,0,0,1,1
Johannes Leveling,0,0,0,1,1,2,3,2,0,0,0,9
O. Paquot,0,0,0,0,0,1,0,0,0,0,0,1
Pradeep Nagesh,0,0,1,0,0,0,0,0,0,0,0,1
Richard W. Hedley,0,0,0,0,0,0,0,0,0,0,1,1
Jan-Hendrik Zab,0,0,0,0,0,0,0,0,0,1,0,1
Ying Nian Wu,0,0,1,0,0,0,0,2,0,1,5,9
Chengqi Zhao,0,0,0,0,0,0,0,0,0,1,0,1
Shubhendu Trivedi,0,0,0,0,0,0,0,1,0,0,0,1
Antonij Golkov,0,0,0,0,0,0,0,0,0,1,0,1
Ioannis Alexandros M. Assael,0,0,0,0,0,0,0,0,0,0,1,1
Sander Bosch,0,0,0,0,0,0,0,0,0,0,1,1
Jeffrey Chan,0,0,0,0,1,1,0,2,1,1,1,7
Herodotos Herodotou,0,0,0,0,0,0,0,1,0,0,0,1
Frode Vikebø,0,0,0,0,0,1,0,0,0,0,0,1
Thierry Petit,1,0,1,0,1,0,1,0,1,1,0,6
Jeffrey Richard Long,0,0,1,1,1,0,0,0,0,0,0,3
Stefan Kahl,0,0,0,0,0,0,0,0,0,0,1,1
David Toman,1,1,2,1,3,1,0,1,0,2,1,13
Takehisa Yairi,0,0,0,0,0,0,0,0,0,0,2,2
Hussein A. Abbass,0,0,0,0,0,0,0,0,0,0,1,1
Mingyu Xiao,0,0,0,0,0,0,0,0,0,0,2,2
Hyeoneun Kim,0,0,0,0,0,0,0,0,1,0,0,1
Uzi Zahavi,1,1,0,0,0,0,0,0,0,0,0,2
Yanmei Hu,0,0,0,0,1,0,0,0,0,0,0,1
Jun Yuan,0,0,0,0,0,0,0,0,0,1,0,1
Xiang Deng,0,0,0,0,0,0,0,0,0,0,1,1
Yusuf Sahillioglu,0,0,0,1,0,0,0,0,0,0,0,1
Yin Song,0,0,0,0,0,1,0,0,0,0,0,1
Josh Tobin,0,0,0,0,0,0,0,0,0,0,1,1
Uma Murthy,0,1,0,0,0,0,0,0,0,0,0,1
Daniel Oblinger,1,0,0,0,0,0,0,0,0,0,0,1
Jing Wang 0021,0,0,0,0,0,0,1,0,0,0,0,1
Jaana Kekäläinen,0,1,0,1,0,0,0,0,0,0,0,2
Roberto J. Bayardo,0,0,1,0,0,0,0,0,0,0,0,1
Markus G. Anderle,0,0,1,0,0,0,0,0,0,0,0,1
Pierre Marquis,1,2,1,2,3,3,3,4,4,3,2,28
Peter Kühmstedt,1,0,0,0,0,0,0,0,0,0,0,1
Amin Shokrollahi,0,0,0,0,0,0,1,0,0,0,0,1
Aaditya Prakash,0,0,0,0,0,0,0,0,0,0,1,1
Rahul Parundekar,0,0,0,0,0,0,1,0,0,0,0,1
Tom Morgan,0,0,0,0,0,0,0,0,0,0,1,1
Peter Lofgren,0,0,0,0,0,0,0,1,1,1,0,3
Daniel Preotiuc-Pietro,0,0,0,0,0,0,0,0,0,1,0,1
Martin F. Arlitt,0,0,0,0,0,2,0,0,0,0,0,2
Joe Chalfoun,0,0,0,0,0,0,0,0,0,1,0,1
Brian Burns,0,0,0,0,0,0,0,0,0,2,0,2
Fangyi Zhang,0,0,0,0,0,0,0,0,0,0,1,1
Helen Cooper,0,0,1,0,0,1,0,0,0,0,0,2
Helmut Neher,0,0,0,0,0,0,0,0,0,0,1,1
Chunlan Huang,0,0,0,0,0,0,0,1,0,0,0,1
Sukwon Chung,1,0,0,0,0,0,0,0,0,0,0,1
James M. Robins,0,0,1,0,0,0,0,0,1,0,0,2
Aolin Xu,0,0,0,0,0,0,0,0,0,0,1,1
Tien-Lung Chang,0,1,0,0,0,0,0,0,0,0,0,1
Simon J. Puglisi,0,0,0,0,1,0,0,0,0,1,0,2
Ruofei Zhang,0,0,1,1,1,1,0,0,0,1,1,6
Yunfei Chen,0,0,0,0,0,1,0,0,0,0,0,1
Alexander Brock,0,0,0,0,0,0,0,0,0,1,0,1
Craig A. N. Soules,1,0,0,0,0,0,0,0,0,0,0,1
Steven J. Rennie,0,0,0,0,0,1,0,0,0,0,1,2
Huajing Li,0,1,1,0,0,0,0,0,0,0,0,2
Berk Ustun,0,0,0,0,0,0,1,0,0,0,1,2
Kenichi Nogami,0,0,1,0,0,0,0,0,0,0,0,1
Hüseyin Oktay,0,0,0,1,0,0,0,0,0,0,0,1
Steve Rabin,0,0,0,0,0,0,0,0,0,2,0,2
Dustin Arthur Smith,0,0,0,0,0,0,1,0,0,0,0,1
Kenji Inose,0,0,1,0,0,0,0,0,0,0,0,1
Oren Rippel,0,0,0,0,0,0,0,0,1,0,0,1
Maros Blaha,0,0,0,0,0,0,0,0,0,1,1,2
Simon Hermann,0,0,0,0,0,0,0,1,0,0,0,1
Peter A. Johnson 0001,0,0,0,0,0,0,1,0,0,0,0,1
Stéphane Girard,0,0,0,0,0,0,0,0,1,0,0,1
Hiroshi Mamitsuka,1,0,0,0,0,0,2,0,1,1,1,6
Brian Morton,0,0,0,0,0,0,0,0,1,0,0,1
Arun Ross,1,2,2,1,1,2,0,0,1,0,0,10
Thorsten Schmidt,0,0,0,0,0,0,1,0,0,0,0,1
Jennifer L. Barry,0,0,0,0,1,0,0,0,0,0,0,1
Arjan van Hessen,1,0,0,0,0,0,0,0,0,0,0,1
Chunyang Xiao,0,0,0,0,0,0,0,0,0,0,1,1
Eyal Even-Dar,2,0,1,2,0,0,0,0,0,0,0,5
Jacob Devlin,0,0,0,0,0,0,0,0,0,0,1,1
Marie-Laure Paillère-Martinot,0,0,1,0,0,0,0,0,0,0,0,1
Sushil Krishna Bajracharya,1,0,0,0,0,0,0,0,0,0,0,1
Valentina Zantedeschi,0,0,0,0,0,0,0,0,0,2,0,2
Alan Hanjalic,0,1,0,1,0,2,1,0,1,0,0,6
Long Nguyen,0,0,0,0,0,0,0,1,0,0,0,1
Phillip Isola,0,0,0,0,2,0,0,0,2,1,2,7
Omar Ocegueda,0,0,0,0,1,0,0,0,0,0,0,1
Xin Liu,0,0,0,0,1,1,0,0,2,1,2,7
Rui Wang 0005,1,0,0,0,0,0,0,0,0,0,0,1
Katherine Demuth,0,0,0,1,0,0,0,0,0,0,0,1
Alan M. Frieze,0,0,0,0,0,0,1,0,0,0,0,1
Abhijit Bhole,0,0,0,1,0,0,0,0,1,0,0,2
Na Ta,1,0,0,0,0,0,0,0,0,0,0,1
Kasper Søe Luckow,0,0,0,0,0,0,0,0,0,1,0,1
Zaihan Yang,0,0,0,0,1,0,0,0,1,0,0,2
Zohar S. Karnin,0,0,0,0,0,0,0,0,1,3,0,4
Sujit Kuthirummal,0,0,0,0,0,1,0,0,0,0,0,1
Joaquín Adiego,0,0,0,0,0,0,1,0,0,0,0,1
Yonatan Belinkov,0,0,0,0,0,0,0,0,0,0,1,1
Lionel Gueguen,0,0,0,0,0,0,0,0,1,0,0,1
Xavier Lorca,0,0,0,0,1,0,0,0,0,0,0,1
Hyungtae Lee,0,0,0,0,1,0,0,1,0,0,1,3
Phong D. Vo,0,0,0,0,0,0,1,0,0,0,0,1
Matteo Matteucci,0,0,0,0,0,0,0,0,0,1,0,1
Paul Rodriguez,0,0,0,0,1,0,0,0,0,0,0,1
Song Wang,1,1,1,3,2,1,1,1,2,2,0,15
Ernestina Menasalvas Ruiz,0,0,0,0,0,0,0,0,1,0,0,1
Kar Wai Lim,0,0,0,0,0,1,0,0,0,0,0,1
Takayoshi Yamashita,1,0,0,1,0,0,0,0,0,0,0,2
Xiaoping Miao,0,1,0,0,0,0,0,0,0,0,0,1
Christian Simon,0,0,0,0,0,0,0,2,1,0,0,3
Margie Wright,0,1,0,0,0,0,0,0,0,0,0,1
Najla Megherbi,0,0,0,0,0,1,0,0,0,0,0,1
Markus Moll,0,0,0,0,1,0,0,0,0,0,0,1
Behzad Golshan,0,0,0,0,0,0,1,2,1,0,0,4
Haifeng Gong,0,1,2,0,0,0,0,0,0,0,0,3
Yiannis Aloimonos,1,1,0,1,0,0,1,0,3,0,0,7
Andrii Maksai,0,0,0,0,0,0,0,0,0,1,0,1
Andrea Lockerd Thomaz,0,0,0,0,2,0,1,0,1,0,0,4
Gerhard Roth,0,1,0,0,0,0,0,0,0,0,0,1
Aya Soffer,0,0,0,0,0,0,0,0,0,1,0,1
Shuhui Jiang,0,0,0,0,0,0,0,0,0,1,1,2
Lewis D. Griffin,0,1,0,0,0,0,0,0,0,0,0,1
Hans Friedrich Witschel,1,0,0,0,0,0,0,0,0,0,0,1
Alexandra Meliou,1,0,0,1,0,0,0,0,0,0,0,2
Khanh Nguyen,0,0,0,0,0,0,0,0,0,0,1,1
Michael Jahrer,0,0,0,1,0,0,0,0,0,0,0,1
Zhigang Zhu,3,1,2,0,0,0,1,2,0,1,1,11
Byung-soo Kim,0,0,0,0,0,0,1,0,0,0,0,1
Pradeep Ravikumar,1,2,2,1,4,2,7,9,7,1,3,39
Vince P. Thomas,0,0,0,1,0,0,0,0,0,0,0,1
Paul von Bünau,1,0,0,0,0,0,0,0,0,0,0,1
Gang Pan,1,1,0,1,0,0,1,0,1,0,0,5
Edelweis Rohrer,0,0,0,0,0,0,0,0,0,1,0,1
Wolfgang Gatterbauer,0,0,0,0,0,0,0,0,0,0,1,1
Bryan L. Lewis,0,0,0,0,0,0,0,1,0,0,1,2
Feras Dayoub,0,0,0,0,0,0,0,0,0,0,1,1
Hai Su,0,0,0,0,0,0,0,0,1,0,0,1
Chang Su,0,0,0,1,0,0,0,0,0,0,0,1
Igor Rochlin,0,0,0,0,0,0,1,0,0,0,2,3
M-Dyaa Albakour,0,0,0,0,0,1,0,0,1,0,0,2
Joshua Wang,0,0,0,0,0,0,0,0,0,0,1,1
Samuel Schulter,0,0,0,0,1,0,1,1,1,0,1,5
Kevin Bouchard,0,0,0,0,0,0,0,1,0,2,0,3
Vasilis Kandylas,0,0,0,0,0,0,1,0,0,1,0,2
Vahid Tarokh,0,0,0,0,0,0,0,0,0,0,1,1
Viktor Losing,0,0,0,0,0,0,0,0,0,0,1,1
Mauricio Casares,0,0,0,0,1,0,0,0,0,0,0,1
Ramani Duraiswami,2,2,0,0,0,0,0,0,0,0,0,4
Eric Wong,0,0,0,0,0,0,0,0,1,0,0,1
Jian-De Jiang,0,0,0,0,0,0,0,0,0,1,0,1
Hirotaka Hachiya,0,1,1,0,2,0,0,0,0,0,0,4
Justin Zobel,2,3,2,0,1,0,0,2,0,1,0,11
Harini Ananthapadmanaban,0,0,0,0,0,0,0,0,1,0,0,1
Christina Papagiannopoulou,0,0,0,0,0,0,0,0,1,0,0,1
Mehdi Dastani,2,1,0,0,1,0,2,0,1,1,0,8
Richard Schmidt,1,0,0,0,0,0,0,0,0,0,0,1
Binyi Chen,0,0,0,0,0,0,1,0,0,0,0,1
Henrik I. Christensen,0,0,0,0,0,0,0,1,0,0,0,1
Qingcai Chen,0,0,0,0,0,0,0,1,0,0,0,1
Maarten Grachten,0,0,0,0,0,0,0,0,2,0,0,2
Chunying Zhou,0,1,0,0,0,0,0,0,0,0,0,1
Loïc Peter,0,0,0,0,0,0,0,0,1,0,0,1
Daniel D. Corkill,0,0,0,0,0,0,1,0,0,0,0,1
Pablo Speciale,0,0,0,0,0,0,0,1,0,0,1,2
Asbjørn Berge,0,1,0,0,1,0,0,0,0,0,0,2
Marco Fraccaro,0,0,0,0,0,0,0,0,0,2,1,3
Jiseong Park,0,0,0,0,0,1,0,0,0,0,0,1
Mark C. Wilson,0,0,0,0,1,0,0,0,0,0,0,1
Sylvain Lagrue,1,2,0,0,1,0,0,0,0,0,1,5
ZuWhan Kim,0,1,0,0,0,0,0,0,0,0,0,1
Chris Ackermann,0,0,0,0,0,0,0,1,0,0,0,1
Jiawei Zhang,0,0,0,0,0,0,0,1,2,0,3,6
Georgios E. Fainekos,0,0,0,0,0,0,0,0,0,1,0,1
Philip J. Edwards,0,1,0,0,0,0,0,0,0,0,0,1
Dennis Strelow,0,0,1,0,0,1,0,0,0,0,0,2
Rafal Józefowicz,0,0,0,0,0,0,0,0,0,1,0,1
Madeleine Udell,0,0,0,0,0,0,0,0,0,1,2,3
Zhiang Wu 0001,0,0,0,0,0,1,1,0,1,1,0,4
Koji Tsukamoto,0,0,0,0,0,0,0,1,0,0,0,1
